2025/07/31 13:23:21 CONFIG_SYNC: Version: 1.8.1-rh-1
2025/07/31 13:23:21 CONFIG_SYNC: Waiting for Skupper router to be ready
2025/07/31 13:23:26 CONFIG_SYNC: Starting collector...
2025/08/03 07:47:31 Bridge config is synchronised
2025/08/03 07:48:01 Bridge config is synchronised
2025/08/03 07:48:31 Bridge config is synchronised
2025/08/03 07:49:01 Bridge config is synchronised
2025/08/03 07:49:31 Bridge config is synchronised
2025/08/03 07:50:01 Bridge config is synchronised
2025/08/03 07:50:31 Bridge config is synchronised
2025/08/03 07:51:01 Bridge config is synchronised
2025/08/03 07:51:31 Bridge config is synchronised
2025/08/03 07:52:01 Bridge config is synchronised
2025/08/03 07:52:31 Bridge config is synchronised
2025/08/03 07:53:01 Bridge config is synchronised
2025/08/03 07:53:31 Bridge config is synchronised
2025/08/03 07:54:01 Bridge config is synchronised
2025/08/03 07:54:31 Bridge config is synchronised
2025/08/03 07:55:01 Bridge config is synchronised
2025/08/03 07:55:31 Bridge config is synchronised
2025/08/03 07:56:01 Bridge config is synchronised
2025/08/03 07:56:31 Bridge config is synchronised
2025/08/03 07:57:01 Bridge config is synchronised
2025/08/03 07:57:31 Bridge config is synchronised
2025/08/03 07:58:01 Bridge config is synchronised
2025/08/03 07:58:31 Bridge config is synchronised
2025/08/03 07:59:01 Bridge config is synchronised
2025/08/03 07:59:31 Bridge config is synchronised
2025/08/03 08:00:01 Bridge config is synchronised
2025/08/03 08:00:31 Bridge config is synchronised
2025/08/03 08:01:01 Bridge config is synchronised
2025/08/03 08:01:31 Bridge config is synchronised
2025/08/03 08:02:01 Bridge config is synchronised
2025/08/03 08:02:31 Bridge config is synchronised
2025/08/03 08:03:01 Bridge config is synchronised
2025/08/03 08:03:31 Bridge config is synchronised
2025/08/03 08:04:01 Bridge config is synchronised
2025/08/03 08:04:31 Bridge config is synchronised
2025/08/03 08:05:01 Bridge config is synchronised
2025/08/03 08:05:31 Bridge config is synchronised
2025/08/03 08:06:01 Bridge config is synchronised
2025/08/03 08:06:31 Bridge config is synchronised
2025/08/03 08:07:01 Bridge config is synchronised
2025/08/03 08:07:31 Bridge config is synchronised
2025/08/03 08:08:01 Bridge config is synchronised
2025/08/03 08:08:31 Bridge config is synchronised
2025/08/03 08:09:01 Bridge config is synchronised
2025/08/03 08:09:31 Bridge config is synchronised
2025/08/03 08:10:01 Bridge config is synchronised
2025/08/03 08:10:31 Bridge config is synchronised
2025/08/03 08:11:01 Bridge config is synchronised
2025/08/03 08:11:31 Bridge config is synchronised
2025/08/03 08:12:01 Bridge config is synchronised
2025/08/03 08:12:31 Bridge config is synchronised
2025/08/03 08:13:01 Bridge config is synchronised
2025/08/03 08:13:31 Bridge config is synchronised
2025/08/03 08:14:01 Bridge config is synchronised
2025/08/03 08:14:31 Bridge config is synchronised
2025/08/03 08:15:01 Bridge config is synchronised
2025/08/03 08:15:31 Bridge config is synchronised
2025/08/03 08:16:01 Bridge config is synchronised
2025/08/03 08:16:31 Bridge config is synchronised
2025/08/03 08:17:01 Bridge config is synchronised
2025/08/03 08:17:31 Bridge config is synchronised
2025/08/03 08:18:01 Bridge config is synchronised
2025/08/03 08:18:31 Bridge config is synchronised
2025/08/03 08:19:01 Bridge config is synchronised
2025/08/03 08:19:31 Bridge config is synchronised
2025/08/03 08:20:01 Bridge config is synchronised
2025/08/03 08:20:31 Bridge config is synchronised
2025/08/03 08:21:01 Bridge config is synchronised
2025/08/03 08:21:31 Bridge config is synchronised
2025/08/03 08:22:01 Bridge config is synchronised
2025/08/03 08:22:31 Bridge config is synchronised
2025/08/03 08:23:01 Bridge config is synchronised
2025/08/03 08:23:31 Bridge config is synchronised
2025/08/03 08:24:01 Bridge config is synchronised
2025/08/03 08:24:31 Bridge config is synchronised
2025/08/03 08:25:01 Bridge config is synchronised
2025/08/03 08:25:31 Bridge config is synchronised
2025/08/03 08:26:01 Bridge config is synchronised
2025/08/03 08:26:31 Bridge config is synchronised
2025/08/03 08:27:01 Bridge config is synchronised
2025/08/03 08:27:31 Bridge config is synchronised
2025/08/03 08:28:01 Bridge config is synchronised
2025/08/03 08:28:31 Bridge config is synchronised
2025/08/03 08:29:01 Bridge config is synchronised
2025/08/03 08:29:31 Bridge config is synchronised
2025/08/03 08:30:01 Bridge config is synchronised
2025/08/03 08:30:31 Bridge config is synchronised
2025/08/03 08:31:01 Bridge config is synchronised
2025/08/03 08:31:31 Bridge config is synchronised
2025/08/03 08:32:01 Bridge config is synchronised
2025/08/03 08:32:31 Bridge config is synchronised
2025/08/03 08:33:01 Bridge config is synchronised
2025/08/03 08:33:31 Bridge config is synchronised
2025/08/03 08:34:01 Bridge config is synchronised
2025/08/03 08:34:31 Bridge config is synchronised
2025/08/03 08:35:01 Bridge config is synchronised
2025/08/03 08:35:31 Bridge config is synchronised
2025/08/03 08:36:01 Bridge config is synchronised
2025/08/03 08:36:31 Bridge config is synchronised
2025/08/03 08:37:01 Bridge config is synchronised
2025/08/03 08:37:31 Bridge config is synchronised
2025/08/03 08:38:01 Bridge config is synchronised
2025/08/03 08:38:31 Bridge config is synchronised
2025/08/03 08:39:01 Bridge config is synchronised
2025/08/03 08:39:31 Bridge config is synchronised
2025/08/03 08:40:01 Bridge config is synchronised
2025/08/03 08:40:31 Bridge config is synchronised
2025/08/03 08:41:01 Bridge config is synchronised
2025/08/03 08:41:31 Bridge config is synchronised
2025/08/03 08:42:01 Bridge config is synchronised
2025/08/03 08:42:31 Bridge config is synchronised
2025/08/03 08:43:01 Bridge config is synchronised
2025/08/03 08:43:31 Bridge config is synchronised
2025/08/03 08:44:01 Bridge config is synchronised
2025/08/03 08:44:31 Bridge config is synchronised
2025/08/03 08:45:01 Bridge config is synchronised
2025/08/03 08:45:31 Bridge config is synchronised
2025/08/03 08:46:01 Bridge config is synchronised
2025/08/03 08:46:31 Bridge config is synchronised
2025/08/03 08:47:01 Bridge config is synchronised
2025/08/03 08:47:31 Bridge config is synchronised
2025/08/03 08:48:01 Bridge config is synchronised
2025/08/03 08:48:31 Bridge config is synchronised
2025/08/03 08:49:01 Bridge config is synchronised
2025/08/03 08:49:31 Bridge config is synchronised
2025/08/03 08:50:01 Bridge config is synchronised
2025/08/03 08:50:31 Bridge config is synchronised
2025/08/03 08:51:01 Bridge config is synchronised
2025/08/03 08:51:31 Bridge config is synchronised
2025/08/03 08:52:01 Bridge config is synchronised
2025/08/03 08:52:31 Bridge config is synchronised
2025/08/03 08:53:01 Bridge config is synchronised
2025/08/03 08:53:31 Bridge config is synchronised
2025/08/03 08:54:01 Bridge config is synchronised
2025/08/03 08:54:31 Bridge config is synchronised
2025/08/03 08:55:01 Bridge config is synchronised
2025/08/03 08:55:31 Bridge config is synchronised
2025/08/03 08:56:02 Bridge config is synchronised
2025/08/03 08:56:31 Bridge config is synchronised
2025/08/03 08:57:01 Bridge config is synchronised
2025/08/03 08:57:31 Bridge config is synchronised
2025/08/03 08:58:01 Bridge config is synchronised
2025/08/03 08:58:31 Bridge config is synchronised
2025/08/03 08:59:01 Bridge config is synchronised
2025/08/03 08:59:31 Bridge config is synchronised
2025/08/03 09:00:01 Bridge config is synchronised
2025/08/03 09:00:31 Bridge config is synchronised
2025/08/03 09:01:01 Bridge config is synchronised
2025/08/03 09:01:31 Bridge config is synchronised
2025/08/03 09:02:01 Bridge config is synchronised
2025/08/03 09:02:31 Bridge config is synchronised
2025/08/03 09:03:01 Bridge config is synchronised
2025/08/03 09:03:31 Bridge config is synchronised
2025/08/03 09:04:01 Bridge config is synchronised
2025/08/03 09:04:31 Bridge config is synchronised
2025/08/03 09:05:01 Bridge config is synchronised
2025/08/03 09:05:31 Bridge config is synchronised
2025/08/03 09:06:01 Bridge config is synchronised
2025/08/03 09:06:31 Bridge config is synchronised
2025/08/03 09:07:01 Bridge config is synchronised
2025/08/03 09:07:31 Bridge config is synchronised
2025/08/03 09:08:01 Bridge config is synchronised
2025/08/03 09:08:31 Bridge config is synchronised
2025/08/03 09:09:01 Bridge config is synchronised
2025/08/03 09:09:31 Bridge config is synchronised
2025/08/03 09:10:01 Bridge config is synchronised
2025/08/03 09:10:31 Bridge config is synchronised
2025/08/03 09:11:01 Bridge config is synchronised
2025/08/03 09:11:31 Bridge config is synchronised
2025/08/03 09:12:01 Bridge config is synchronised
2025/08/03 09:12:31 Bridge config is synchronised
2025/08/03 09:13:01 Bridge config is synchronised
2025/08/03 09:13:31 Bridge config is synchronised
2025/08/03 09:14:01 Bridge config is synchronised
2025/08/03 09:14:31 Bridge config is synchronised
2025/08/03 09:15:01 Bridge config is synchronised
2025/08/03 09:15:31 Bridge config is synchronised
2025/08/03 09:16:01 Bridge config is synchronised
2025/08/03 09:16:31 Bridge config is synchronised
2025/08/03 09:17:01 Bridge config is synchronised
2025/08/03 09:17:31 Bridge config is synchronised
2025/08/03 09:18:01 Bridge config is synchronised
2025/08/03 09:18:31 Bridge config is synchronised
2025/08/03 09:19:01 Bridge config is synchronised
2025/08/03 09:19:31 Bridge config is synchronised
2025/08/03 09:20:01 Bridge config is synchronised
2025/08/03 09:20:31 Bridge config is synchronised
2025/08/03 09:21:01 Bridge config is synchronised
2025/08/03 09:21:31 Bridge config is synchronised
2025/08/03 09:22:01 Bridge config is synchronised
2025/08/03 09:22:31 Bridge config is synchronised
2025/08/03 09:23:01 Bridge config is synchronised
2025/08/03 09:23:31 Bridge config is synchronised
2025/08/03 09:24:01 Bridge config is synchronised
2025/08/03 09:24:31 Bridge config is synchronised
2025/08/03 09:25:01 Bridge config is synchronised
2025/08/03 09:25:31 Bridge config is synchronised
2025/08/03 09:26:01 Bridge config is synchronised
2025/08/03 09:26:31 Bridge config is synchronised
2025/08/03 09:27:01 Bridge config is synchronised
2025/08/03 09:27:31 Bridge config is synchronised
2025/08/03 09:28:01 Bridge config is synchronised
2025/08/03 09:28:31 Bridge config is synchronised
2025/08/03 09:29:01 Bridge config is synchronised
2025/08/03 09:29:31 Bridge config is synchronised
2025/08/03 09:30:01 Bridge config is synchronised
2025/08/03 09:30:31 Bridge config is synchronised
2025/08/03 09:31:01 Bridge config is synchronised
2025/08/03 09:31:31 Bridge config is synchronised
2025/08/03 09:32:01 Bridge config is synchronised
2025/08/03 09:32:31 Bridge config is synchronised
2025/08/03 09:33:01 Bridge config is synchronised
2025/08/03 09:33:31 Bridge config is synchronised
2025/08/03 09:34:01 Bridge config is synchronised
2025/08/03 09:34:31 Bridge config is synchronised
2025/08/03 09:35:01 Bridge config is synchronised
2025/08/03 09:35:31 Bridge config is synchronised
2025/08/03 09:36:01 Bridge config is synchronised
2025/08/03 09:36:31 Bridge config is synchronised
2025/08/03 09:37:01 Bridge config is synchronised
2025/08/03 09:37:31 Bridge config is synchronised
2025/08/03 09:38:01 Bridge config is synchronised
2025/08/03 09:38:31 Bridge config is synchronised
2025/08/03 09:39:01 Bridge config is synchronised
2025/08/03 09:39:31 Bridge config is synchronised
2025/08/03 09:40:01 Bridge config is synchronised
2025/08/03 09:40:31 Bridge config is synchronised
2025/08/03 09:41:01 Bridge config is synchronised
2025/08/03 09:41:31 Bridge config is synchronised
2025/08/03 09:42:01 Bridge config is synchronised
2025/08/03 09:42:31 Bridge config is synchronised
2025/08/03 09:43:01 Bridge config is synchronised
2025/08/03 09:43:31 Bridge config is synchronised
2025/08/03 09:44:01 Bridge config is synchronised
2025/08/03 09:44:31 Bridge config is synchronised
2025/08/03 09:45:01 Bridge config is synchronised
2025/08/03 09:45:31 Bridge config is synchronised
2025/08/03 09:46:01 Bridge config is synchronised
2025/08/03 09:46:31 Bridge config is synchronised
2025/08/03 09:47:01 Bridge config is synchronised
2025/08/03 09:47:31 Bridge config is synchronised
2025/08/03 09:48:01 Bridge config is synchronised
2025/08/03 09:48:31 Bridge config is synchronised
2025/08/03 09:49:01 Bridge config is synchronised
2025/08/03 09:49:31 Bridge config is synchronised
2025/08/03 09:50:01 Bridge config is synchronised
2025/08/03 09:50:31 Bridge config is synchronised
2025/08/03 09:51:01 Bridge config is synchronised
2025/08/03 09:51:31 Bridge config is synchronised
2025/08/03 09:52:01 Bridge config is synchronised
2025/08/03 09:52:31 Bridge config is synchronised
2025/08/03 09:53:01 Bridge config is synchronised
2025/08/03 09:53:31 Bridge config is synchronised
2025/08/03 09:54:01 Bridge config is synchronised
2025/08/03 09:54:31 Bridge config is synchronised
2025/08/03 09:55:01 Bridge config is synchronised
2025/08/03 09:55:31 Bridge config is synchronised
2025/08/03 09:56:01 Bridge config is synchronised
2025/08/03 09:56:31 Bridge config is synchronised
2025/08/03 09:57:01 Bridge config is synchronised
2025/08/03 09:57:31 Bridge config is synchronised
2025/08/03 09:58:01 Bridge config is synchronised
2025/08/03 09:58:31 Bridge config is synchronised
2025/08/03 09:59:01 Bridge config is synchronised
2025/08/03 09:59:31 Bridge config is synchronised
2025/08/03 10:00:01 Bridge config is synchronised
2025/08/03 10:00:31 Bridge config is synchronised
2025/08/03 10:01:01 Bridge config is synchronised
2025/08/03 10:01:31 Bridge config is synchronised
2025/08/03 10:02:01 Bridge config is synchronised
2025/08/03 10:02:31 Bridge config is synchronised
2025/08/03 10:03:01 Bridge config is synchronised
2025/08/03 10:03:31 Bridge config is synchronised
2025/08/03 10:04:01 Bridge config is synchronised
2025/08/03 10:04:31 Bridge config is synchronised
2025/08/03 10:05:01 Bridge config is synchronised
2025/08/03 10:05:31 Bridge config is synchronised
2025/08/03 10:06:01 Bridge config is synchronised
2025/08/03 10:06:31 Bridge config is synchronised
2025/08/03 10:07:01 Bridge config is synchronised
2025/08/03 10:07:31 Bridge config is synchronised
2025/08/03 10:08:01 Bridge config is synchronised
2025/08/03 10:08:31 Bridge config is synchronised
2025/08/03 10:09:01 Bridge config is synchronised
2025/08/03 10:09:31 Bridge config is synchronised
2025/08/03 10:10:01 Bridge config is synchronised
2025/08/03 10:10:31 Bridge config is synchronised
2025/08/03 10:11:01 Bridge config is synchronised
2025/08/03 10:11:31 Bridge config is synchronised
2025/08/03 10:12:01 Bridge config is synchronised
2025/08/03 10:12:31 Bridge config is synchronised
2025/08/03 10:13:01 Bridge config is synchronised
2025/08/03 10:13:31 Bridge config is synchronised
2025/08/03 10:14:01 Bridge config is synchronised
2025/08/03 10:14:31 Bridge config is synchronised
2025/08/03 10:15:01 Bridge config is synchronised
2025/08/03 10:15:31 Bridge config is synchronised
2025/08/03 10:16:01 Bridge config is synchronised
2025/08/03 10:16:31 Bridge config is synchronised
2025/08/03 10:17:01 Bridge config is synchronised
2025/08/03 10:17:31 Bridge config is synchronised
2025/08/03 10:18:01 Bridge config is synchronised
2025/08/03 10:18:31 Bridge config is synchronised
2025/08/03 10:19:01 Bridge config is synchronised
2025/08/03 10:19:31 Bridge config is synchronised
2025/08/03 10:20:01 Bridge config is synchronised
2025/08/03 10:20:31 Bridge config is synchronised
2025/08/03 10:21:01 Bridge config is synchronised
2025/08/03 10:21:31 Bridge config is synchronised
2025/08/03 10:22:01 Bridge config is synchronised
2025/08/03 10:22:31 Bridge config is synchronised
2025/08/03 10:23:01 Bridge config is synchronised
2025/08/03 10:23:31 Bridge config is synchronised
2025/08/03 10:24:01 Bridge config is synchronised
2025/08/03 10:24:31 Bridge config is synchronised
2025/08/03 10:25:01 Bridge config is synchronised
2025/08/03 10:25:31 Bridge config is synchronised
2025/08/03 10:26:01 Bridge config is synchronised
2025/08/03 10:26:31 Bridge config is synchronised
2025/08/03 10:27:01 Bridge config is synchronised
2025/08/03 10:27:31 Bridge config is synchronised
2025/08/03 10:28:01 Bridge config is synchronised
2025/08/03 10:28:31 Bridge config is synchronised
2025/08/03 10:29:01 Bridge config is synchronised
2025/08/03 10:29:31 Bridge config is synchronised
2025/08/03 10:30:01 Bridge config is synchronised
2025/08/03 10:30:31 Bridge config is synchronised
2025/08/03 10:31:01 Bridge config is synchronised
2025/08/03 10:31:31 Bridge config is synchronised
2025/08/03 10:32:01 Bridge config is synchronised
2025/08/03 10:32:31 Bridge config is synchronised
2025/08/03 10:33:01 Bridge config is synchronised
2025/08/03 10:33:31 Bridge config is synchronised
2025/08/03 10:34:01 Bridge config is synchronised
2025/08/03 10:34:31 Bridge config is synchronised
2025/08/03 10:35:01 Bridge config is synchronised
2025/08/03 10:35:31 Bridge config is synchronised
2025/08/03 10:36:01 Bridge config is synchronised
2025/08/03 10:36:31 Bridge config is synchronised
2025/08/03 10:37:01 Bridge config is synchronised
2025/08/03 10:37:31 Bridge config is synchronised
2025/08/03 10:38:01 Bridge config is synchronised
2025/08/03 10:38:31 Bridge config is synchronised
2025/08/03 10:39:01 Bridge config is synchronised
2025/08/03 10:39:31 Bridge config is synchronised
2025/08/03 10:40:01 Bridge config is synchronised
2025/08/03 10:40:31 Bridge config is synchronised
2025/08/03 10:41:01 Bridge config is synchronised
2025/08/03 10:41:31 Bridge config is synchronised
2025/08/03 10:42:01 Bridge config is synchronised
2025/08/03 10:42:31 Bridge config is synchronised
2025/08/03 10:43:01 Bridge config is synchronised
2025/08/03 10:43:31 Bridge config is synchronised
2025/08/03 10:44:01 Bridge config is synchronised
2025/08/03 10:44:31 Bridge config is synchronised
2025/08/03 10:45:01 Bridge config is synchronised
2025/08/03 10:45:31 Bridge config is synchronised
2025/08/03 10:46:01 Bridge config is synchronised
2025/08/03 10:46:31 Bridge config is synchronised
2025/08/03 10:47:01 Bridge config is synchronised
2025/08/03 10:47:31 Bridge config is synchronised
2025/08/03 10:48:01 Bridge config is synchronised
2025/08/03 10:48:31 Bridge config is synchronised
2025/08/03 10:49:01 Bridge config is synchronised
2025/08/03 10:49:31 Bridge config is synchronised
2025/08/03 10:50:01 Bridge config is synchronised
2025/08/03 10:50:31 Bridge config is synchronised
2025/08/03 10:51:01 Bridge config is synchronised
2025/08/03 10:51:31 Bridge config is synchronised
2025/08/03 10:52:01 Bridge config is synchronised
2025/08/03 10:52:31 Bridge config is synchronised
2025/08/03 10:53:01 Bridge config is synchronised
2025/08/03 10:53:31 Bridge config is synchronised
2025/08/03 10:54:01 Bridge config is synchronised
2025/08/03 10:54:31 Bridge config is synchronised
2025/08/03 10:55:01 Bridge config is synchronised
2025/08/03 10:55:31 Bridge config is synchronised
2025/08/03 10:56:01 Bridge config is synchronised
2025/08/03 10:56:31 Bridge config is synchronised
2025/08/03 10:57:01 Bridge config is synchronised
2025/08/03 10:57:31 Bridge config is synchronised
2025/08/03 10:58:01 Bridge config is synchronised
2025/08/03 10:58:31 Bridge config is synchronised
2025/08/03 10:59:01 Bridge config is synchronised
2025/08/03 10:59:31 Bridge config is synchronised
2025/08/03 11:00:01 Bridge config is synchronised
2025/08/03 11:00:31 Bridge config is synchronised
2025/08/03 11:01:01 Bridge config is synchronised
2025/08/03 11:01:31 Bridge config is synchronised
2025/08/03 11:02:01 Bridge config is synchronised
2025/08/03 11:02:31 Bridge config is synchronised
2025/08/03 11:03:01 Bridge config is synchronised
2025/08/03 11:03:31 Bridge config is synchronised
2025/08/03 11:04:01 Bridge config is synchronised
2025/08/03 11:04:31 Bridge config is synchronised
2025/08/03 11:05:01 Bridge config is synchronised
2025/08/03 11:05:31 Bridge config is synchronised
2025/08/03 11:06:01 Bridge config is synchronised
2025/08/03 11:06:31 Bridge config is synchronised
2025/08/03 11:07:01 Bridge config is synchronised
2025/08/03 11:07:31 Bridge config is synchronised
2025/08/03 11:08:01 Bridge config is synchronised
2025/08/03 11:08:31 Bridge config is synchronised
2025/08/03 11:09:01 Bridge config is synchronised
2025/08/03 11:09:31 Bridge config is synchronised
2025/08/03 11:10:01 Bridge config is synchronised
2025/08/03 11:10:31 Bridge config is synchronised
2025/08/03 11:11:01 Bridge config is synchronised
2025/08/03 11:11:31 Bridge config is synchronised
2025/08/03 11:12:01 Bridge config is synchronised
2025/08/03 11:12:31 Bridge config is synchronised
2025/08/03 11:13:01 Bridge config is synchronised
2025/08/03 11:13:31 Bridge config is synchronised
2025/08/03 11:14:01 Bridge config is synchronised
2025/08/03 11:14:31 Bridge config is synchronised
2025/08/03 11:15:01 Bridge config is synchronised
2025/08/03 11:15:31 Bridge config is synchronised
2025/08/03 11:16:01 Bridge config is synchronised
2025/08/03 11:16:31 Bridge config is synchronised
2025/08/03 11:17:01 Bridge config is synchronised
2025/08/03 11:17:31 Bridge config is synchronised
2025/08/03 11:18:01 Bridge config is synchronised
2025/08/03 11:18:31 Bridge config is synchronised
2025/08/03 11:19:01 Bridge config is synchronised
2025/08/03 11:19:31 Bridge config is synchronised
2025/08/03 11:20:01 Bridge config is synchronised
2025/08/03 11:20:31 Bridge config is synchronised
2025/08/03 11:21:01 Bridge config is synchronised
2025/08/03 11:21:31 Bridge config is synchronised
2025/08/03 11:22:01 Bridge config is synchronised
2025/08/03 11:22:31 Bridge config is synchronised
2025/08/03 11:23:01 Bridge config is synchronised
2025/08/03 11:23:31 Bridge config is synchronised
2025/08/03 11:24:01 Bridge config is synchronised
2025/08/03 11:24:31 Bridge config is synchronised
2025/08/03 11:25:01 Bridge config is synchronised
2025/08/03 11:25:31 Bridge config is synchronised
2025/08/03 11:26:01 Bridge config is synchronised
2025/08/03 11:26:31 Bridge config is synchronised
2025/08/03 11:27:01 Bridge config is synchronised
2025/08/03 11:27:31 Bridge config is synchronised
2025/08/03 11:28:01 Bridge config is synchronised
2025/08/03 11:28:31 Bridge config is synchronised
2025/08/03 11:29:01 Bridge config is synchronised
2025/08/03 11:29:31 Bridge config is synchronised
2025/08/03 11:30:01 Bridge config is synchronised
2025/08/03 11:30:31 Bridge config is synchronised
2025/08/03 11:31:01 Bridge config is synchronised
2025/08/03 11:31:31 Bridge config is synchronised
2025/08/03 11:32:01 Bridge config is synchronised
2025/08/03 11:32:31 Bridge config is synchronised
2025/08/03 11:33:01 Bridge config is synchronised
2025/08/03 11:33:31 Bridge config is synchronised
2025/08/03 11:34:01 Bridge config is synchronised
2025/08/03 11:34:31 Bridge config is synchronised
2025/08/03 11:35:01 Bridge config is synchronised
2025/08/03 11:35:31 Bridge config is synchronised
2025/08/03 11:36:01 Bridge config is synchronised
2025/08/03 11:36:31 Bridge config is synchronised
2025/08/03 11:37:01 Bridge config is synchronised
2025/08/03 11:37:31 Bridge config is synchronised
2025/08/03 11:38:01 Bridge config is synchronised
2025/08/03 11:38:31 Bridge config is synchronised
2025/08/03 11:39:01 Bridge config is synchronised
2025/08/03 11:39:31 Bridge config is synchronised
2025/08/03 11:40:01 Bridge config is synchronised
2025/08/03 11:40:31 Bridge config is synchronised
2025/08/03 11:41:01 Bridge config is synchronised
2025/08/03 11:41:31 Bridge config is synchronised
2025/08/03 11:42:01 Bridge config is synchronised
2025/08/03 11:42:31 Bridge config is synchronised
2025/08/03 11:43:01 Bridge config is synchronised
2025/08/03 11:43:32 Bridge config is synchronised
2025/08/03 11:44:01 Bridge config is synchronised
2025/08/03 11:44:31 Bridge config is synchronised
2025/08/03 11:45:01 Bridge config is synchronised
2025/08/03 11:45:31 Bridge config is synchronised
2025/08/03 11:46:01 Bridge config is synchronised
2025/08/03 11:46:32 Bridge config is synchronised
2025/08/03 11:47:02 Bridge config is synchronised
2025/08/03 11:47:31 Bridge config is synchronised
2025/08/03 11:48:01 Bridge config is synchronised
2025/08/03 11:48:31 Bridge config is synchronised
2025/08/03 11:49:01 Bridge config is synchronised
2025/08/03 11:49:31 Bridge config is synchronised
2025/08/03 11:50:01 Bridge config is synchronised
2025/08/03 11:50:31 Bridge config is synchronised
2025/08/03 11:51:02 Bridge config is synchronised
2025/08/03 11:51:31 Bridge config is synchronised
2025/08/03 11:52:02 Bridge config is synchronised
2025/08/03 11:52:31 Bridge config is synchronised
2025/08/03 11:53:01 Bridge config is synchronised
2025/08/03 11:53:31 Bridge config is synchronised
2025/08/03 11:54:01 Bridge config is synchronised
2025/08/03 11:54:31 Bridge config is synchronised
2025/08/03 11:55:01 Bridge config is synchronised
2025/08/03 11:55:31 Bridge config is synchronised
2025/08/03 11:56:01 Bridge config is synchronised
2025/08/03 11:56:31 Bridge config is synchronised
2025/08/03 11:57:02 Bridge config is synchronised
2025/08/03 11:57:31 Bridge config is synchronised
2025/08/03 11:58:01 Bridge config is synchronised
2025/08/03 11:58:31 Bridge config is synchronised
2025/08/03 11:59:02 Bridge config is synchronised
2025/08/03 11:59:31 Bridge config is synchronised
2025/08/03 12:00:02 Bridge config is synchronised
2025/08/03 12:00:32 Bridge config is synchronised
2025/08/03 12:01:02 Bridge config is synchronised
2025/08/03 12:01:32 Bridge config is synchronised
2025/08/03 12:02:02 Bridge config is synchronised
2025/08/03 12:02:32 Bridge config is synchronised
2025/08/03 12:03:02 Bridge config is synchronised
2025/08/03 12:03:32 Bridge config is synchronised
2025/08/03 12:04:02 Bridge config is synchronised
2025/08/03 12:04:32 Bridge config is synchronised
2025/08/03 12:05:02 Bridge config is synchronised
2025/08/03 12:05:32 Bridge config is synchronised
2025/08/03 12:06:02 Bridge config is synchronised
2025/08/03 12:06:32 Bridge config is synchronised
2025/08/03 12:07:02 Bridge config is synchronised
2025/08/03 12:07:32 Bridge config is synchronised
2025/08/03 12:08:02 Bridge config is synchronised
2025/08/03 12:08:32 Bridge config is synchronised
2025/08/03 12:09:02 Bridge config is synchronised
2025/08/03 12:09:32 Bridge config is synchronised
2025/08/03 12:10:02 Bridge config is synchronised
2025/08/03 12:10:32 Bridge config is synchronised
2025/08/03 12:11:02 Bridge config is synchronised
2025/08/03 12:11:32 Bridge config is synchronised
2025/08/03 12:12:02 Bridge config is synchronised
2025/08/03 12:12:32 Bridge config is synchronised
2025/08/03 12:13:02 Bridge config is synchronised
2025/08/03 12:13:32 Bridge config is synchronised
2025/08/03 12:14:02 Bridge config is synchronised
2025/08/03 12:14:32 Bridge config is synchronised
2025/08/03 12:15:02 Bridge config is synchronised
2025/08/03 12:15:32 Bridge config is synchronised
2025/08/03 12:16:02 Bridge config is synchronised
2025/08/03 12:16:32 Bridge config is synchronised
2025/08/03 12:17:02 Bridge config is synchronised
2025/08/03 12:17:32 Bridge config is synchronised
2025/08/03 12:18:02 Bridge config is synchronised
2025/08/03 12:18:32 Bridge config is synchronised
2025/08/03 12:19:02 Bridge config is synchronised
2025/08/03 12:19:32 Bridge config is synchronised
2025/08/03 12:20:02 Bridge config is synchronised
2025/08/03 12:20:32 Bridge config is synchronised
2025/08/03 12:21:02 Bridge config is synchronised
2025/08/03 12:21:32 Bridge config is synchronised
2025/08/03 12:22:02 Bridge config is synchronised
2025/08/03 12:22:32 Bridge config is synchronised
2025/08/03 12:23:02 Bridge config is synchronised
2025/08/03 12:23:32 Bridge config is synchronised
2025/08/03 12:24:02 Bridge config is synchronised
2025/08/03 12:24:32 Bridge config is synchronised
2025/08/03 12:25:02 Bridge config is synchronised
2025/08/03 12:25:32 Bridge config is synchronised
2025/08/03 12:26:02 Bridge config is synchronised
2025/08/03 12:26:32 Bridge config is synchronised
2025/08/03 12:27:02 Bridge config is synchronised
2025/08/03 12:27:32 Bridge config is synchronised
2025/08/03 12:28:02 Bridge config is synchronised
2025/08/03 12:28:32 Bridge config is synchronised
2025/08/03 12:29:02 Bridge config is synchronised
2025/08/03 12:29:32 Bridge config is synchronised
2025/08/03 12:30:02 Bridge config is synchronised
2025/08/03 12:30:32 Bridge config is synchronised
2025/08/03 12:31:02 Bridge config is synchronised
2025/08/03 12:31:32 Bridge config is synchronised
2025/08/03 12:32:02 Bridge config is synchronised
2025/08/03 12:32:32 Bridge config is synchronised
2025/08/03 12:33:02 Bridge config is synchronised
2025/08/03 12:33:32 Bridge config is synchronised
2025/08/03 12:34:02 Bridge config is synchronised
2025/08/03 12:34:32 Bridge config is synchronised
2025/08/03 12:35:02 Bridge config is synchronised
2025/08/03 12:35:32 Bridge config is synchronised
2025/08/03 12:36:02 Bridge config is synchronised
